Date,SumGBG(mm),SumLTP(mm),SumPerm(mm),GBGLTP,GBGPerm
11/10/2008,,0.25,,,
11/11/2008,,0,,,
11/12/2008,,0,,,
11/13/2008,,0,,,
11/14/2008,,0,,,
11/15/2008,,0,,,
11/16/2008,,0,,,
11/17/2008,,0,,,
11/18/2008,,0,,,
11/19/2008,,0,,,
11/20/2008,,0,,,
11/21/2008,,0,,,
11/22/2008,,0,,,
11/23/2008,,0,,,
11/24/2008,,0,,,
11/25/2008,,0,,,
11/26/2008,,0,,,
11/27/2008,,11.67,,,
11/28/2008,,3.52,,,
11/29/2008,,0,,,
11/30/2008,,0,,,
12/1/2008,,0,,,
12/2/2008,,0,,,
12/3/2008,,0,,,
12/4/2008,,0,,,
12/5/2008,,0,,,
12/6/2008,,0,,,
12/7/2008,,0,,,
12/8/2008,,2.02,0,,
12/9/2008,,0,0,,
12/10/2008,,0,0,,
12/11/2008,,0,0,,
12/12/2008,,0,0,,
12/13/2008,,0,0,,
12/14/2008,,0.25,0.25,,
12/15/2008,,0,0,,
12/16/2008,,0,0,,
12/17/2008,,0,0.25,,
12/18/2008,,0.75,0.5,,
12/19/2008,,0,0.25,,
12/20/2008,,0,0,,
12/21/2008,,0,0,,
12/22/2008,,2.27,1.25,,
12/23/2008,,5.8,7.59,,
12/24/2008,,0,0,,
12/25/2008,,0,0,,
12/26/2008,,6.06,5.82,,
12/27/2008,,0,0,,
12/28/2008,,0,0,,
12/29/2008,,0,0,,
12/30/2008,,0,0,,
12/31/2008,,0,0,,
1/1/2009,,0,0,,
1/2/2009,,0,0,,
1/3/2009,,0,0,,
1/4/2009,,7.82,8.86,,
1/5/2009,,1.25,1.5,,
1/6/2009,,0,0,,
1/7/2009,,0,0,,
1/8/2009,,0,0,,
1/9/2009,,0,0,,
1/10/2009,,0,0,,
1/11/2009,,0,0,,
1/12/2009,,0,0,,
1/13/2009,,0,0,,
1/14/2009,,0,0,,
1/15/2009,,0,0,,
1/16/2009,,0,0,,
1/17/2009,,0,0,,
1/18/2009,,0,0,,
1/19/2009,,0,0,,
1/20/2009,,0,0,,
1/21/2009,,0.5,0.75,,
1/22/2009,,4.02,5.28,,
1/23/2009,,5.57,5.84,,
1/24/2009,,0.25,0.25,,
1/25/2009,,0,0,,
1/26/2009,,0,0,,
1/27/2009,,0,0,,
1/28/2009,,0,0,,
1/29/2009,,0,0,,
1/30/2009,,0,0,,
1/31/2009,,0,0,,
2/1/2009,,0,0,,
2/2/2009,,0,0,,
2/3/2009,,0,0,,
2/4/2009,,0,0,,
2/5/2009,,0,0,,
2/6/2009,,0,0,,
2/7/2009,,0,0,,
2/8/2009,,6.84,7.09,,
2/9/2009,,0,0,,
2/10/2009,,6.59,5.32,,
2/11/2009,,0,0,,
2/12/2009,,0,0,,
2/13/2009,,0,0,,
2/14/2009,,0,0,,
2/15/2009,,0,0,,
2/16/2009,,0,0,,
2/17/2009,,0,0,,
2/18/2009,,0,0,,
2/19/2009,,0,0,,
2/20/2009,,0,0,,
2/21/2009,,0,0,,
2/22/2009,,0,0,,
2/23/2009,,0,0,,
2/24/2009,,0,0,,
2/25/2009,,0,0,,
2/26/2009,,0,0,,
2/27/2009,,0,0,,
2/28/2009,,0,0,,
3/1/2009,,0,0,,
3/2/2009,,0,0,,
3/3/2009,,0,0,,
3/4/2009,,0,0,,
3/5/2009,,0,0,,
3/6/2009,,0,0,,
3/7/2009,,0,0,,
3/8/2009,,0,0,,
3/9/2009,,4.56,5.07,,
3/10/2009,,0,0,,
3/11/2009,,0,0,,
3/12/2009,,0,0,,
3/13/2009,,0,0,,
3/14/2009,,0,0,,
3/15/2009,,0,0,,
3/16/2009,,0,0,,
3/17/2009,,0,0,,
3/18/2009,,0,0,,
3/19/2009,,0,0,,
3/20/2009,,0,0,,
3/21/2009,,0,0,,
3/22/2009,,0,0,,
3/23/2009,,0,0,,
3/24/2009,,0,0,,
3/25/2009,,0,0,,
3/26/2009,,0,0,,
3/27/2009,,0,0,,
3/28/2009,,0,0,,
3/29/2009,,0,0,,
3/30/2009,,0,0,,
3/31/2009,,0,0,,
4/1/2009,,0,0,,
4/2/2009,,0,0,,
4/3/2009,,0,0,,
4/4/2009,,0,0,,
4/5/2009,,0,0,,
4/6/2009,,0,0,,
4/7/2009,,0,0,,
4/8/2009,,0,0,,
4/9/2009,,0,0,,
4/10/2009,,0,0,,
4/11/2009,,9.62,10.38,,
4/12/2009,,0,0,,
4/13/2009,,0,0,,
4/14/2009,,0,0,,
4/15/2009,,0,0,,
4/16/2009,,0,0,,
4/17/2009,,0,0,,
4/18/2009,,0,0,,
4/19/2009,,0,0,,
4/20/2009,,0,0,,
4/21/2009,,0,0,,
4/22/2009,,0,0,,
4/23/2009,,0,0,,
4/24/2009,,0,0,,
4/25/2009,,0,0,,
4/26/2009,,0,0,,
4/27/2009,,0,0,,
4/28/2009,,0,0,,
4/29/2009,,0,0,,
4/30/2009,,0,0,,
5/1/2009,,0,0,,
5/2/2009,,0,0,,
5/3/2009,,0,0,,
5/4/2009,,0,0,,
5/5/2009,,0,0,,
5/6/2009,,0,0,,
5/7/2009,,0,0,,
5/8/2009,,0,0,,
5/9/2009,,0,0,,
5/10/2009,,0,0,,
5/11/2009,,0,0,,
5/12/2009,,0,0,,
5/13/2009,,0,0,,
5/14/2009,,0,0,,
5/15/2009,,0,0,,
5/16/2009,,0,0,,
5/17/2009,,0,0,,
5/18/2009,,0,0,,
5/19/2009,,0,0,,
5/20/2009,,0,0,,
5/21/2009,,8.61,10.14,,
5/22/2009,,2.26,2.26,,
5/23/2009,,0,0,,
5/24/2009,,0,0,,
5/25/2009,,0,0,,
5/26/2009,,0,0,,
5/27/2009,,0,0,,
5/28/2009,,0,0,,
5/29/2009,,0,0,,
5/30/2009,,0,0,,
5/31/2009,,0,0,,
6/1/2009,,0,0,,
6/2/2009,,0,0,,
6/3/2009,,0,0,,
6/4/2009,,0,0,,
6/5/2009,,0,0,,
6/6/2009,,0,0,,
6/7/2009,,0,0,,
6/8/2009,,0,0,,
6/9/2009,,0,0,,
6/10/2009,,0,0,,
6/11/2009,,0,0,,
6/12/2009,,0,0,,
6/13/2009,,0,0,,
6/14/2009,,0,0,,
6/15/2009,,0,0,,
6/16/2009,,0,0,,
6/17/2009,,0,0,,
6/18/2009,,0,0,,
6/19/2009,,1,1,,
6/20/2009,,0,0,,
6/21/2009,,0,0,,
6/22/2009,,0,0,,
6/23/2009,,0,0,,
6/24/2009,,0,0,,
6/25/2009,,0,0.25,,
6/26/2009,,0,0,,
6/27/2009,,0,0.25,,
6/28/2009,,0,0,,
6/29/2009,,0,0,,
6/30/2009,,0,0,,
7/1/2009,,0,0,,
7/2/2009,,8.63,7.11,,
7/3/2009,,7.86,11.93,,
7/4/2009,,7.87,7.87,,
7/5/2009,,0,0,,
7/6/2009,,0,0,,
7/7/2009,,0,0,,
7/8/2009,,11.17,7.87,,
7/9/2009,,0,,,
7/10/2009,,2.03,,,
7/11/2009,,0,,,
7/12/2009,,0,,,
7/13/2009,,0,,,
7/14/2009,,0,,,
7/15/2009,,0,,,
7/16/2009,,1.02,,,
7/17/2009,,1.27,,,
7/18/2009,,0,,,
7/19/2009,,2.28,,,
7/20/2009,,0,,,
7/21/2009,,0.5,,,
7/22/2009,,1.52,,,
7/23/2009,,0,,,
7/24/2009,,0,,,
7/25/2009,,0,,,
7/26/2009,,0,,,
7/27/2009,,0,,,
7/28/2009,,0,,,
7/29/2009,,0,,,
7/30/2009,,0,,,
7/31/2009,,0,,,
8/1/2009,,0,,,
8/2/2009,,0,,,
8/3/2009,,0,,,
8/4/2009,,0,,,
8/5/2009,,2.03,,,
8/6/2009,,0,,,
8/7/2009,,0,,,
8/8/2009,,0,,,
8/9/2009,,0,,,
8/10/2009,,0,,,
8/11/2009,,0,,,
8/12/2009,,0.75,,,
8/13/2009,,2.77,,,
8/14/2009,,0,,,
8/15/2009,,0,,,
8/16/2009,,0,,,
8/17/2009,,0,,,
8/18/2009,,0,,,
8/19/2009,,0,,,
8/20/2009,,0,,,
8/21/2009,,1.01,,,
8/22/2009,,3.8,,,
8/23/2009,,0,,,
8/24/2009,,0,,,
8/25/2009,,0.76,,,
8/26/2009,,0,,,
8/27/2009,,0,,,
8/28/2009,,0,,,
8/29/2009,,0,,,
8/30/2009,,0,,,
8/31/2009,,0,,,
9/1/2009,,0,,,
9/2/2009,,0,,,
9/3/2009,,0.25,,,
9/4/2009,,0,,,
9/5/2009,,0,,,
9/6/2009,,1.52,,,
9/7/2009,,0,,,
9/8/2009,,7.61,,,
9/9/2009,,0,,,
9/10/2009,,0,,,
9/11/2009,,0,,,
9/12/2009,,0.51,,,
9/13/2009,,0,,,
9/14/2009,,0,,,
9/15/2009,,0,,,
9/16/2009,,0,,,
9/17/2009,,0,,,
9/18/2009,,0,,,
9/19/2009,,0,,,
9/20/2009,,0,,,
9/21/2009,,0,,,
9/22/2009,,0,,,
9/23/2009,,0,,,
9/24/2009,,0,,,
9/25/2009,,0,,,
9/26/2009,,0,,,
9/27/2009,,0,,,
9/28/2009,,0,,,
9/29/2009,,0,,,
9/30/2009,,0,,,
10/1/2009,,0,,,
10/2/2009,,0,,,
10/3/2009,,0.5,,,
10/4/2009,,0,,,
10/5/2009,,0,,,
10/6/2009,,0,,,
10/7/2009,,0,,,
10/8/2009,,0,,,
10/9/2009,,0,,,
10/10/2009,,0,,,
10/11/2009,,0,,,
10/12/2009,,0,,,
10/13/2009,,0,,,
10/14/2009,,0,,,
10/15/2009,,0,,,
10/16/2009,,0,,,
10/17/2009,,0,,,
10/18/2009,,0,,,
10/19/2009,,0,,,
10/20/2009,,0,,,
10/21/2009,,0,,,
10/22/2009,,0,,,
10/23/2009,,0,,,
10/24/2009,,0,,,
10/25/2009,,0,,,
10/26/2009,,0,,,
10/27/2009,,0,,,
10/28/2009,,0,,,
10/29/2009,,0,,,
10/30/2009,,0,,,
10/31/2009,,0,,,
11/1/2009,,0,,,
11/2/2009,,0,,,
11/3/2009,,0,,,
11/4/2009,,0,,,
11/5/2009,,0,,,
11/6/2009,,0,,,
11/7/2009,,0,,,
11/8/2009,,0,,,
11/9/2009,,0,,,
11/10/2009,,0,,,
11/11/2009,,0,,,
11/12/2009,,0,,,
11/13/2009,,0,,,
11/14/2009,,0.5,,,
11/15/2009,,0,,,
11/16/2009,,0,,,
11/17/2009,,0,,,
11/18/2009,,0,,,
11/19/2009,,0,,,
11/20/2009,,0,,,
11/21/2009,,0,,,
11/22/2009,,0,,,
11/23/2009,,0,,,
11/24/2009,,0,,,
11/25/2009,,0,,,
11/26/2009,,0,,,
11/27/2009,,0,,,
11/28/2009,,0,,,
11/29/2009,,3.28,,,
11/30/2009,,0.25,,,
12/1/2009,,0,,,
12/2/2009,,0,,,
12/3/2009,,0,,,
12/4/2009,,0.51,,,
12/5/2009,,,,,
12/6/2009,,,,,
12/7/2009,,1.52,,,
12/8/2009,,2.79,,,
12/9/2009,,0,,,
12/10/2009,,0,,,
12/11/2009,,0,,,
12/12/2009,,0,,,
12/13/2009,,0,,,
12/14/2009,,0,,,
12/15/2009,,0,,,
12/16/2009,,0,,,
12/17/2009,,0,,,
12/18/2009,,0,,,
12/19/2009,,0,,,
12/20/2009,,0,,,
12/21/2009,,0,,,
12/22/2009,,9.64,,,
12/23/2009,,0,,,
12/24/2009,,0,,,
12/25/2009,,0,,,
12/26/2009,,0,,,
12/27/2009,,0,,,
12/28/2009,,0,0,,
12/29/2009,,0,0,,
12/30/2009,,0,0,,
12/31/2009,,0,0,,
1/1/2010,,0,0,,
1/2/2010,,0,0,,
1/3/2010,,0,0,,
1/4/2010,,0,0,,
1/5/2010,,0,0,,
1/6/2010,,0,0,,
1/7/2010,,0,0,,
1/8/2010,,0,0,,
1/9/2010,,0,0,,
1/10/2010,,0,0,,
1/11/2010,,0,0,,
1/12/2010,,0,0,,
1/13/2010,,0,0,,
1/14/2010,,0,0,,
1/15/2010,,0,0,,
1/16/2010,,0,0,,
1/17/2010,,0,0,,
1/18/2010,,0,0,,
1/19/2010,,0.5,0.76,,
1/20/2010,,10.68,11.93,,
1/21/2010,,6.1,6.6,,
1/22/2010,,23.6,25.87,,
1/23/2010,,5.82,5.31,,
1/24/2010,,0,0,,
1/25/2010,,0,0,,
1/26/2010,,0,0,,
1/27/2010,,2.03,3.03,,
1/28/2010,,1.51,2.01,,
1/29/2010,,0,0,,
1/30/2010,,0,0,,
1/31/2010,,0,0,,
2/1/2010,,0,0,,
2/2/2010,,0,0,,
2/3/2010,,0.25,0.5,,
2/4/2010,,0,0,,
2/5/2010,,0,0,,
2/6/2010,,0,0,,
2/7/2010,,13.43,12.95,,
2/8/2010,,0,0,,
2/9/2010,,0,0,,
2/10/2010,,6.57,7.34,,
2/11/2010,,0.25,0.25,,
2/12/2010,,0,0,,
2/13/2010,,0,0,,
2/14/2010,,0,0,,
2/15/2010,,0,0,,
2/16/2010,,0,0,,
2/17/2010,,0,0,,
2/18/2010,,0,0,,
2/19/2010,,0,0,,
2/20/2010,,9.9,11.43,,
2/21/2010,,0,0.25,,
2/22/2010,,5.07,4.06,,
2/23/2010,,0,0,,
2/24/2010,,0,0,,
2/25/2010,,0,0,,
2/26/2010,,0,0,,
2/27/2010,,0,0,,
2/28/2010,,22.3,23.8,,
3/1/2010,,0,0,,
3/2/2010,,0,0,,
3/3/2010,,0,0,,
3/4/2010,,0,0,,
3/5/2010,,0,0,,
3/6/2010,,0,0,,
3/7/2010,,8.37,9.13,,
3/8/2010,,1.75,2,,
3/9/2010,,3.56,3.04,,
3/10/2010,,0,0,,
3/11/2010,,1.27,1.26,,
3/12/2010,,0,0,,
3/13/2010,,0,0,,
3/14/2010,,0,0,,
3/15/2010,,0,0,,
3/16/2010,,0,0,,
3/17/2010,,0,0,,
3/18/2010,,0,0,,
3/19/2010,,0,0,,
3/20/2010,,0,0,,
3/21/2010,,0,0,,
3/22/2010,,0,0,,
3/23/2010,,1.26,1.01,,
3/24/2010,,0,0,,
3/25/2010,,0,0,,
3/26/2010,,0,0,,
3/27/2010,,0,0,,
3/28/2010,,0,0,,
3/29/2010,,0,0,,
3/30/2010,,0,0,,
3/31/2010,,0,0,,
4/1/2010,,0,0,,
4/2/2010,,0,0,,
4/3/2010,,0,0,,
4/4/2010,,0,0,,
4/5/2010,,0,0,,
4/6/2010,,0,0,,
4/7/2010,,0,0,,
4/8/2010,,0,0,,
4/9/2010,,0,0,,
4/10/2010,,0,0,,
4/11/2010,,0,0,,
4/12/2010,,0,0,,
4/13/2010,,0,0,,
4/14/2010,,0,0,,
4/15/2010,,0,0,,
4/16/2010,,0,0,,
4/17/2010,,0,0,,
4/18/2010,,0,0,,
4/19/2010,,0,0,,
4/20/2010,,0,0,,
4/21/2010,,0,0,,
4/22/2010,,0.25,0,,
4/23/2010,,2,2,,
4/24/2010,,0,0,,
4/25/2010,,0,0,,
4/26/2010,,0,0,,
4/27/2010,,0,0,,
4/28/2010,,0,0,,
4/29/2010,,0,0,,
4/30/2010,,0,0,,
5/1/2010,,0,0,,
5/2/2010,,0.25,0,,
5/3/2010,,,0,,
5/4/2010,,,0,,
5/5/2010,,,0,,
5/6/2010,,,0,,
5/7/2010,,,0,,
5/8/2010,,,0,,
5/9/2010,,,0,,
5/10/2010,,0,0,,
5/11/2010,,0,0,,
5/12/2010,,0,0,,
5/13/2010,,0,0,,
5/14/2010,,0,0,,
5/15/2010,,0,0,,
5/16/2010,,0,0,,
5/17/2010,,0,0,,
5/18/2010,,0,0,,
5/19/2010,,0,0,,
5/20/2010,,0,0,,
5/21/2010,,0,0,,
5/22/2010,,0,0,,
5/23/2010,,0,0,,
5/24/2010,,0,0,,
5/25/2010,,0,0,,
5/26/2010,,0,,,
5/27/2010,,0,,,
5/28/2010,,0,,,
5/29/2010,,0,,,
5/30/2010,,0,,,
5/31/2010,,0,,,
6/1/2010,,0,,,
6/2/2010,,0,,,
6/3/2010,,0,,,
6/4/2010,,0,,,
6/5/2010,,0,,,
6/6/2010,,0,,,
6/7/2010,,0,,,
6/8/2010,,0,,,
6/9/2010,,0,,,
6/10/2010,,0,,,
6/11/2010,,0,,,
6/12/2010,,0,,,
6/13/2010,,0,,,
6/14/2010,,0,,,
6/15/2010,,0,,,
6/16/2010,,0,,,
6/17/2010,,0,,,
6/18/2010,,0,,,
6/19/2010,,0,,,
6/20/2010,,0,,,
6/21/2010,,0,,,
6/22/2010,,0,,,
6/23/2010,,0,,,
6/24/2010,,0,,,
6/25/2010,,0,,,
6/26/2010,,0,,,
6/27/2010,,0,,,
6/28/2010,,0,,,
6/29/2010,,0,,,
6/30/2010,,0,,,
7/1/2010,,2.79,,,
7/2/2010,,0,,,
7/3/2010,,0,,,
7/4/2010,,0,,,
7/5/2010,,0,,,
7/6/2010,,0,,,
7/7/2010,,0,,,
7/8/2010,,0,,,
7/9/2010,,0,,,
7/10/2010,,0,,,
7/11/2010,,0.25,,,
7/12/2010,,0,,,
7/13/2010,,0,,,
7/14/2010,,0,,,
7/15/2010,,0,,,
7/16/2010,,0,,,
7/17/2010,,0,,,
7/18/2010,,0,,,
7/19/2010,,1.52,,,
7/20/2010,,1.5,,,
7/21/2010,,0,,,
7/22/2010,,0,,,
7/23/2010,,2.27,,,
7/24/2010,,0,,,
7/25/2010,,0,,,
7/26/2010,,0,,,
7/27/2010,,0.25,,,
7/28/2010,,0,,,
7/29/2010,,2.79,,,
7/30/2010,,15.97,,,
7/31/2010,,1.77,,,
8/1/2010,,0,,,
8/2/2010,,0,,,
8/3/2010,,0,,,
8/4/2010,,0,,,
8/5/2010,,0,,,
8/6/2010,,0,,,
8/7/2010,,3.55,,,
8/8/2010,,0.75,,,
8/9/2010,,0,,,
8/10/2010,,0,0,,
8/11/2010,,0,0,,
8/12/2010,,0,0,,
8/13/2010,,0,0,,
8/14/2010,,0,0,,
8/15/2010,,0,0,,
8/16/2010,,0,0,,
8/17/2010,,0,0,,
8/18/2010,,0,0,,
8/19/2010,,0,0,,
8/20/2010,,3.79,3.79,,
8/21/2010,,0,0,,
8/22/2010,,0,0,,
8/23/2010,,3.55,5.07,,
8/24/2010,,0,0,,
8/25/2010,,0.76,0.75,,
8/26/2010,,0,0,,
8/27/2010,,6.6,6.6,,
8/28/2010,,0,0,,
8/29/2010,,0,0,,
8/30/2010,,0,0,,
8/31/2010,,0,0,,
9/1/2010,,0,0,,
9/2/2010,,0,0,,
9/3/2010,,0,0,,
9/4/2010,,0,0,,
9/5/2010,,0,0,,
9/6/2010,,7.61,5.32,,
9/7/2010,,0,0,,
9/8/2010,,0,0,,
9/9/2010,,0,0,,
9/10/2010,,0,0,,
9/11/2010,,0,0,,
9/12/2010,,0,0,,
9/13/2010,,0,0,,
9/14/2010,,0,0,,
9/15/2010,,0,0,,
9/16/2010,,0,0,,
9/17/2010,,0,0,,
9/18/2010,,0,0,,
9/19/2010,,0,0,,
9/20/2010,,1.02,0,,
9/21/2010,,2.53,8.37,,
9/22/2010,,0,0,,
9/23/2010,,0,0,,
9/24/2010,,0,0,,
9/25/2010,,0,0,,
9/26/2010,,0,0,,
9/27/2010,,0,0,,
9/28/2010,,0,0,,
9/29/2010,,0,0,,
9/30/2010,,0,0,,
10/1/2010,,21.59,21.59,,
10/2/2010,,0,0,,
10/3/2010,,0,0,,
10/4/2010,,27.17,24.11,,
10/5/2010,,0,0.25,,
10/6/2010,,0,0,,
10/7/2010,,0,0,,
10/8/2010,,0,0,,
10/9/2010,,0,0,,
10/10/2010,,0,0,,
10/11/2010,,0,0,,
10/12/2010,,0,0,,
10/13/2010,,0,0,,
10/14/2010,,0.5,0.75,,
10/15/2010,,0,0,,
10/16/2010,,0,0,,
10/17/2010,,0,0,,
10/18/2010,,0,0,,
10/19/2010,,0,0,,
10/20/2010,,0,0,,
10/21/2010,,5.34,2.01,,
10/22/2010,,0,0,,
10/23/2010,,0,0,,
10/24/2010,,0,0,,
10/25/2010,,0,0,,
10/26/2010,,0,0,,
10/27/2010,,0,0,,
10/28/2010,,0,0,,
10/29/2010,,0,0,,
10/30/2010,,0,0,,
10/31/2010,,0,0,,
11/1/2010,,0,0,,
11/2/2010,,0,0,,
11/3/2010,,0,0,,
11/4/2010,,0,0,,
11/5/2010,,0,0,,
11/6/2010,,0,0,,
11/7/2010,,0,0,,
11/8/2010,,0,0,,
11/9/2010,,0,0,,
11/10/2010,,0,0,,
11/11/2010,,0,0,,
11/12/2010,,0,0,,
11/13/2010,,0,0,,
11/14/2010,,0,0,,
11/15/2010,,0,0,,
11/16/2010,,0,0,,
11/17/2010,,0,0,,
11/18/2010,,0,0,,
11/19/2010,,0,0,,
11/20/2010,,0,0,,
11/21/2010,,0,0,,
11/22/2010,,0,0,,
11/23/2010,,0,0,,
11/24/2010,,0,0,,
11/25/2010,,0,0,,
11/26/2010,,0,0,,
11/27/2010,,0,0,,
11/28/2010,,0,0,,
11/29/2010,,0,0,,
11/30/2010,,0,0,,
12/1/2010,,0,0,,
12/2/2010,,0,0,,
12/3/2010,,0,0,,
12/4/2010,,0,0,,
12/5/2010,,0,0,,
12/6/2010,,0,0,,
12/7/2010,,0,0,,
12/8/2010,,0,0,,
12/9/2010,,0,0,,
12/10/2010,,0,0,,
12/11/2010,,0,0,,
12/12/2010,,0,0,,
12/13/2010,,0,0,,
12/14/2010,,0,0,,
12/15/2010,,0,0,,
12/16/2010,,5.57,5.82,,
12/17/2010,,0.25,0,,
12/18/2010,,0,0,,
12/19/2010,,0,0,,
12/20/2010,,0,0,,
12/21/2010,,0,0,,
12/22/2010,,0.5,0.25,,
12/23/2010,,3.03,3.27,,
12/24/2010,,0,0,,
12/25/2010,,0,0,,
12/26/2010,,0,0,,
12/27/2010,,0,0,,
12/28/2010,,0,0,,
12/29/2010,,4.82,5.07,,
12/30/2010,,8.11,8.62,,
12/31/2010,,0,0,,
1/1/2011,,0,0,,
1/2/2011,,0,0,,
1/3/2011,,0,0,,
1/4/2011,,0,0,,
1/5/2011,,0,0,,
1/6/2011,,0,0,,
1/7/2011,,0,0,,
1/8/2011,,0,0,,
1/9/2011,,0,0,,
1/10/2011,,0,0,,
1/11/2011,,0,0,,
1/12/2011,,0,0,,
1/13/2011,,0,0,,
1/14/2011,,0,0,,
1/15/2011,,0,0,,
1/16/2011,,0,0,,
1/17/2011,,0,0,,
1/18/2011,,0,0,,
1/19/2011,,0,0,,
1/20/2011,,0,0,,
1/21/2011,,0,0,,
1/22/2011,,0,0,,
1/23/2011,,0,0,,
1/24/2011,,0,0,,
1/25/2011,,0,0,,
1/26/2011,,0,0,,
1/27/2011,,0,0,,
1/28/2011,,0,0,,
1/29/2011,,0,0,,
1/30/2011,,0,0,,
1/31/2011,,0,0,,
2/1/2011,,0,0,,
2/2/2011,,0,0,,
2/3/2011,,0,0,,
2/4/2011,,0,0,,
2/5/2011,,0,0,,
2/6/2011,,0,0,,
2/7/2011,,0,0,,
2/8/2011,,0,0,,
2/9/2011,,0,0,,
2/10/2011,,0,0,,
2/11/2011,,0,0,,
2/12/2011,,0,0,,
2/13/2011,,0,0,,
2/14/2011,,0,0,,
2/15/2011,,0,0,,
2/16/2011,,0,0,,
2/17/2011,,0,0,,
2/18/2011,,0,0,,
2/19/2011,,0,0,,
2/20/2011,,1.01,1.52,,
2/21/2011,,0,0,,
2/22/2011,,0,0,,
2/23/2011,,0,0,,
2/24/2011,,0,0,,
2/25/2011,,0,0,,
2/26/2011,,0,0,,
2/27/2011,,6.84,6.34,,
2/28/2011,,0,0,,
3/1/2011,,0,0,,
3/2/2011,,0,0,,
3/3/2011,,0,0,,
3/4/2011,,0,0,,
3/5/2011,,0,0,,
3/6/2011,,0,0,,
3/7/2011,,0,0,,
3/8/2011,,0,0,,
3/9/2011,,0,0,,
3/10/2011,,0,0,,
3/11/2011,,0,0,,
3/12/2011,,0,0,,
3/13/2011,,0,0,,
3/14/2011,,0,0,,
3/15/2011,,0,0,,
3/16/2011,,0,0,,
3/17/2011,,0,0,,
3/18/2011,,0,0,,
3/19/2011,,0,0,,
3/20/2011,,0,0,,
3/21/2011,,0.76,1.25,,
3/22/2011,,0.25,0,,
3/23/2011,,0,0,,
3/24/2011,,0,0,,
3/25/2011,,0,0,,
3/26/2011,,0,0,,
3/27/2011,,0,0,,
3/28/2011,,0,0,,
3/29/2011,,0,0,,
3/30/2011,,0,0,,
3/31/2011,,0,0,,
4/1/2011,,0,0,,
4/2/2011,,0,0,,
4/3/2011,,0,0,,
4/4/2011,,0,0,,
4/5/2011,,0,0,,
4/6/2011,,0,0,,
4/7/2011,,0,0,,
4/8/2011,,0,0,,
4/9/2011,,8.33,8.57,,
4/10/2011,,0,0,,
4/11/2011,,0,0,,
4/12/2011,,0,0,,
4/13/2011,,0,0,,
4/14/2011,,0,0,,
4/15/2011,,0,0,,
4/16/2011,,0,0,,
4/17/2011,,0,0,,
4/18/2011,,0,0,,
4/19/2011,,0,0,,
4/20/2011,,0,0,,
4/21/2011,,0,0,,
4/22/2011,,0,0,,
4/23/2011,,0,0,,
4/24/2011,,0,0,,
4/25/2011,,0,0,,
4/26/2011,,0,0,,
4/27/2011,,0,0,,
4/28/2011,,0,0,,
4/29/2011,,0,0,,
4/30/2011,,0,0,,
5/1/2011,,0,0,,
5/2/2011,,0,0,,
5/3/2011,,0,0,,
5/4/2011,,0,0,,
5/5/2011,,0,0,,
5/6/2011,,0,0,,
5/7/2011,,0,0,,
5/8/2011,,0,0,,
5/9/2011,,0,0,,
5/10/2011,,0,0,,
5/11/2011,,0,0,,
5/12/2011,,0,0,,
5/13/2011,,0,0,,
5/14/2011,,0,0,,
5/15/2011,,0,0,,
5/16/2011,,0,0,,
5/17/2011,,0,0,,
5/18/2011,,0,0,,
5/19/2011,,0,0,,
5/20/2011,,0,0,,
5/21/2011,,0,0,,
5/22/2011,,0,0,,
5/23/2011,,0,0,,
5/24/2011,,0,0,,
5/25/2011,,0,0,,
5/26/2011,,0,0,,
5/27/2011,,0,0,,
5/28/2011,,0,0,,
5/29/2011,,0,0,,
5/30/2011,,0,0,,
5/31/2011,,0,0,,
6/1/2011,,0,0,,
6/2/2011,,0,0,,
6/3/2011,,0,0,,
6/4/2011,,0,0,,
6/5/2011,,0,0,,
6/6/2011,,0,0,,
6/7/2011,,0,0,,
6/8/2011,,0,0,,
6/9/2011,,0,0,,
6/10/2011,,0,0,,
6/11/2011,,0,0,,
6/12/2011,,0,0,,
6/13/2011,,0,0,,
6/14/2011,,0,0,,
6/15/2011,,0,0,,
6/16/2011,,0,0,,
6/17/2011,,0,0,,
6/18/2011,,0,0,,
6/19/2011,,0,0,,
6/20/2011,,0,0,,
6/21/2011,,0,0,,
6/22/2011,,0,0,,
6/23/2011,,0,0,,
6/24/2011,,0,0,,
6/25/2011,,0,0,,
6/26/2011,,0,0,,
6/27/2011,,0,0,,
6/28/2011,,0,0,,
6/29/2011,,0,0,,
6/30/2011,,7.62,7.87,,
7/1/2011,,0,0,,
7/2/2011,,0,0,,
7/3/2011,,4.82,3.3,,
7/4/2011,,8.13,5.84,,
7/5/2011,,3.8,3.04,,
7/6/2011,,0,0,,
7/7/2011,,0,0,,
7/8/2011,,0,0,,
7/9/2011,,0,0,,
7/10/2011,,0,0,,
7/11/2011,,0,0,,
7/12/2011,,0,0,,
7/13/2011,,0,0,,
7/14/2011,,0,0,,
7/15/2011,,0,0,,
7/16/2011,,0,0,,
7/17/2011,,0.76,0.51,,
7/18/2011,,0,0,,
7/19/2011,,2.52,2.02,,
7/20/2011,,0.5,0.5,,
7/21/2011,,0.25,0,,
7/22/2011,,0,0,,
7/23/2011,,0,0,,
7/24/2011,,5.82,6.08,,
7/25/2011,,9.4,3.81,,
7/26/2011,,0,0,,
7/27/2011,,0,0,,
